"Country or Area","Year","Area","Sex","Age","Literacy","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Armenia","2011","Total","Both Sexes","45 - 49","Total","Census - de jure - complete tabulation","Final figure, complete","2013","211060",""
"Armenia","2011","Total","Both Sexes","45 - 49","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","210616",""
"Armenia","2011","Total","Both Sexes","45 - 49","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","277",""
"Armenia","2011","Total","Both Sexes","45 - 49","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","167",""
"Armenia","2011","Total","Both Sexes","50 - 54","Total","Census - de jure - complete tabulation","Final figure, complete","2013","234532",""
"Armenia","2011","Total","Both Sexes","50 - 54","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","234117",""
"Armenia","2011","Total","Both Sexes","50 - 54","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","243",""
"Armenia","2011","Total","Both Sexes","50 - 54","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","172",""
"Armenia","2011","Total","Both Sexes","55 - 59","Total","Census - de jure - complete tabulation","Final figure, complete","2013","177758",""
"Armenia","2011","Total","Both Sexes","55 - 59","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","177435",""
"Armenia","2011","Total","Both Sexes","55 - 59","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","200",""
"Armenia","2011","Total","Both Sexes","55 - 59","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","123",""
"Armenia","2011","Total","Both Sexes","60 - 64","Total","Census - de jure - complete tabulation","Final figure, complete","2013","127599",""
"Armenia","2011","Total","Both Sexes","60 - 64","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","127279",""
"Armenia","2011","Total","Both Sexes","60 - 64","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","195",""
"Armenia","2011","Total","Both Sexes","60 - 64","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","125",""
"Armenia","2011","Total","Both Sexes","65 +","Total","Census - de jure - complete tabulation","Final figure, complete","2013","317139",""
"Armenia","2011","Total","Both Sexes","65 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","312405",""
"Armenia","2011","Total","Both Sexes","65 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","3336",""
"Armenia","2011","Total","Both Sexes","65 +","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","1398",""
"Aruba","2010","Total","Both Sexes","14 - 19","Total","Census - de jure - complete tabulation","Final figure, complete","2012","8795","2"
"Aruba","2010","Total","Both Sexes","14 - 19","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","8717","2"
"Aruba","2010","Total","Both Sexes","14 - 19","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","54","2"
"Aruba","2010","Total","Both Sexes","14 - 19","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","24","2"
"Aruba","2010","Total","Both Sexes","20 - 39","Total","Census - de jure - complete tabulation","Final figure, complete","2012","24626","2"
"Aruba","2010","Total","Both Sexes","20 - 39","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","24198","2"
"Aruba","2010","Total","Both Sexes","20 - 39","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","312","2"
"Aruba","2010","Total","Both Sexes","20 - 39","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","116","2"
"Aruba","2010","Total","Both Sexes","40 - 64","Total","Census - de jure - complete tabulation","Final figure, complete","2012","37919","2"
"Aruba","2010","Total","Both Sexes","40 - 64","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","36747","2"
"Aruba","2010","Total","Both Sexes","40 - 64","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","1019","2"
"Aruba","2010","Total","Both Sexes","40 - 64","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","153","2"
"Aruba","2010","Total","Both Sexes","65 +","Total","Census - de jure - complete tabulation","Final figure, complete","2012","10527","2"
"Aruba","2010","Total","Both Sexes","65 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","9311","2"
"Aruba","2010","Total","Both Sexes","65 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","1168","2"
"Aruba","2010","Total","Both Sexes","65 +","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","48","2"
"Azerbaijan","2009","Total","Both Sexes","10 - 14","Total","Census - de jure - complete tabulation","Final figure, complete","2011","763904",""
"Azerbaijan","2009","Total","Both Sexes","10 - 14","Literate","Census - de jure - complete tabulation","Final figure, complete","2011","762379",""
"Azerbaijan","2009","Total","Both Sexes","10 - 14","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2011","667",""
"Azerbaijan","2009","Total","Both Sexes","10 - 14","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","858",""
"Azerbaijan","2009","Total","Both Sexes","10 +","Total","Census - de jure - complete tabulation","Final figure, complete","2011","7592721",""
"Azerbaijan","2009","Total","Both Sexes","10 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2011","7504224",""
"Azerbaijan","2009","Total","Both Sexes","10 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2011","17002",""
"Azerbaijan","2009","Total","Both Sexes","10 +","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","71495",""
"Azerbaijan","2009","Total","Both Sexes","15 - 19","Total","Census - de jure - complete tabulation","Final figure, complete","2011","922279",""
"Azerbaijan","2009","Total","Both Sexes","15 - 19","Literate","Census - de jure - complete tabulation","Final figure, complete","2011","919506",""
"Azerbaijan","2009","Total","Both Sexes","15 - 19","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2011","415",""
"Azerbaijan","2009","Total","Both Sexes","15 - 19","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","2358",""
"Azerbaijan","2009","Total","Both Sexes","20 - 24","Total","Census - de jure - complete tabulation","Final figure, complete","2011","925653",""
"Azerbaijan","2009","Total","Both Sexes","20 - 24","Literate","Census - de jure - complete tabulation","Final figure, complete","2011","922230",""
"Azerbaijan","2009","Total","Both Sexes","20 - 24","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2011","589",""
"Azerbaijan","2009","Total","Both Sexes","20 - 24","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","2834",""
"Azerbaijan","2009","Total","Both Sexes","25 - 29","Total","Census - de jure - complete tabulation","Final figure, complete","2011","794292",""
"Azerbaijan","2009","Total","Both Sexes","25 - 29","Literate","Census - de jure - complete tabulation","Final figure, complete","2011","791542",""
"Azerbaijan","2009","Total","Both Sexes","25 - 29","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2011","517",""
"Azerbaijan","2009","Total","Both Sexes","25 - 29","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","2233",""
"Azerbaijan","2009","Total","Both Sexes","30 - 34","Total","Census - de jure - complete tabulation","Final figure, complete","2011","659076",""
"Azerbaijan","2009","Total","Both Sexes","30 - 34","Literate","Census - de jure - complete tabulation","Final figure, complete","2011","656554",""
"Azerbaijan","2009","Total","Both Sexes","30 - 34","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2011","479",""
"Azerbaijan","2009","Total","Both Sexes","30 - 34","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","2043",""
"Azerbaijan","2009","Total","Both Sexes","35 - 39","Total","Census - de jure - complete tabulation","Final figure, complete","2011","633816",""
"Azerbaijan","2009","Total","Both Sexes","35 - 39","Literate","Census - de jure - complete tabulation","Final figure, complete","2011","631117",""
"Azerbaijan","2009","Total","Both Sexes","35 - 39","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2011","522",""
"Azerbaijan","2009","Total","Both Sexes","35 - 39","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","2177",""
"Azerbaijan","2009","Total","Both Sexes","40 - 44","Total","Census - de jure - complete tabulation","Final figure, complete","2011","668364",""
"Azerbaijan","2009","Total","Both Sexes","40 - 44","Literate","Census - de jure - complete tabulation","Final figure, complete","2011","665295",""
"Azerbaijan","2009","Total","Both Sexes","40 - 44","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2011","658",""
"Azerbaijan","2009","Total","Both Sexes","40 - 44","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","2411",""
"Azerbaijan","2009","Total","Both Sexes","45 - 49","Total","Census - de jure - complete tabulation","Final figure, complete","2011","677903",""
"Azerbaijan","2009","Total","Both Sexes","45 - 49","Literate","Census - de jure - complete tabulation","Final figure, complete","2011","674632",""
"Azerbaijan","2009","Total","Both Sexes","45 - 49","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2011","772",""
"Azerbaijan","2009","Total","Both Sexes","45 - 49","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","2499",""
"Azerbaijan","2009","Total","Both Sexes","50 - 54","Total","Census - de jure - complete tabulation","Final figure, complete","2011","509901",""
"Azerbaijan","2009","Total","Both Sexes","50 - 54","Literate","Census - de jure - complete tabulation","Final figure, complete","2011","506427",""
"Azerbaijan","2009","Total","Both Sexes","50 - 54","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2011","870",""
"Azerbaijan","2009","Total","Both Sexes","50 - 54","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","2604",""
"Azerbaijan","2009","Total","Both Sexes","55 - 59","Total","Census - de jure - complete tabulation","Final figure, complete","2011","322796",""
"Azerbaijan","2009","Total","Both Sexes","55 - 59","Literate","Census - de jure - complete tabulation","Final figure, complete","2011","319287",""
